airline,flight,source_city,departure_time,stops,arrival_time,destination_city,travel_class,duration,days_left,price
AirAsia,I5-783,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,8.25,31,4031
SpiceJet,SG-480,Delhi,Evening,one,Night,Kolkata,Economy,4.25,31,4080
SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.08,31,4080
Indigo,6E-6171,Delhi,Evening,one,Night,Kolkata,Economy,4.25,31,4282
GO_FIRST,G8-422,Delhi,Evening,one,Early_Morning,Kolkata,Economy,12.33,31,4327
Indigo,6E-2841,Delhi,Night,zero,Late_Night,Kolkata,Economy,2.08,31,4380
Air_India,AI-877,Delhi,Morning,one,Afternoon,Kolkata,Economy,25.5,31,4391
GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Kolkata,Economy,7.08,31,4394
Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,10.25,31,4559
Air_India,AI-891,Delhi,Evening,one,Afternoon,Kolkata,Economy,20.75,31,4559
Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,27.17,31,4559
Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.58,31,4559
Air_India,AI-540,Delhi,Night,one,Morning,Kolkata,Economy,12.92,31,4700
Air_India,AI-429,Delhi,Morning,one,Morning,Kolkata,Economy,23.75,31,4700
Air_India,AI-439,Delhi,Early_Morning,one,Morning,Kolkata,Economy,27.5,31,4700
SpiceJet,SG-2976,Delhi,Evening,one,Night,Kolkata,Economy,26.08,31,5057
Air_India,AI-415,Delhi,Evening,one,Evening,Kolkata,Economy,24.83,31,4741
Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,25.75,31,4748
AirAsia,I5-747,Delhi,Evening,one,Late_Night,Kolkata,Economy,6.58,31,4915
AirAsia,I5-747,Delhi,Evening,one,Morning,Kolkata,Economy,14,31,4915
Indigo,6E-6195,Delhi,Afternoon,one,Night,Kolkata,Economy,5.42,31,4946
Air_India,AI-537,Delhi,Evening,one,Morning,Kolkata,Economy,17.33,31,5015
Indigo,6E-2615,Delhi,Morning,one,Evening,Kolkata,Economy,5.5,31,5027
Indigo,6E-2031,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,5.58,31,5027
Indigo,6E-7403,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,5.75,31,5027
Indigo,6E-889,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.83,31,5027
Indigo,6.00E-198,Delhi,Early_Morning,one,Morning,Kolkata,Economy,6.08,31,5027
Indigo,6E-6205,Delhi,Afternoon,one,Evening,Kolkata,Economy,6.33,31,5027
AirAsia,I5-784,Delhi,Evening,one,Late_Night,Kolkata,Economy,9.5,31,5275
AirAsia,I5-784,Delhi,Evening,one,Morning,Kolkata,Economy,16.92,31,5275
Air_India,AI-805,Delhi,Evening,one,Morning,Kolkata,Economy,12.83,31,5276
Air_India,AI-624,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,31,5276
Air_India,AI-868,Delhi,Evening,one,Morning,Kolkata,Economy,14.83,31,5276
Air_India,AI-441,Delhi,Evening,one,Morning,Kolkata,Economy,15,31,5276
Air_India,AI-636,Delhi,Afternoon,one,Morning,Kolkata,Economy,18.33,31,5276
Air_India,AI-865,Delhi,Morning,one,Morning,Kolkata,Economy,22.17,31,5276
Air_India,AI-678,Delhi,Morning,one,Morning,Kolkata,Economy,23.83,31,5276
Air_India,AI-665,Delhi,Early_Morning,one,Morning,Kolkata,Economy,24.83,31,5276
Air_India,AI-887,Delhi,Early_Morning,one,Morning,Kolkata,Economy,25.83,31,5276
Air_India,AI-805,Delhi,Evening,one,Night,Kolkata,Economy,27.67,31,5276
Air_India,AI-624,Delhi,Evening,one,Night,Kolkata,Economy,28.67,31,5276
GO_FIRST,G8-713,Delhi,Evening,one,Morning,Kolkata,Economy,12.75,31,5418
Air_India,AI-868,Delhi,Evening,one,Night,Kolkata,Economy,5.67,31,5805
Air_India,AI-636,Delhi,Afternoon,one,Night,Kolkata,Economy,9.17,31,5805
Air_India,AI-865,Delhi,Morning,one,Night,Kolkata,Economy,13,31,5805
Air_India,AI-678,Delhi,Morning,one,Night,Kolkata,Economy,14.67,31,5805
Air_India,AI-665,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.67,31,5805
Air_India,AI-887,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.67,31,5805
Air_India,AI-879,Delhi,Morning,one,Evening,Kolkata,Economy,5.42,31,5841
SpiceJet,SG-8152,Delhi,Morning,one,Morning,Kolkata,Economy,23.67,31,6129
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,19.17,31,6598
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,20.17,31,6598
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,22.25,31,6598
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,23.25,31,6598
Indigo,6E-2181,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.33,31,6299
Indigo,6E-2181,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.5,31,6299
GO_FIRST,G8-7535,Delhi,Evening,one,Night,Kolkata,Economy,6.58,31,6395
GO_FIRST,G8-338,Delhi,Morning,one,Evening,Kolkata,Economy,7,31,6395
GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,31,6395
GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.58,31,6395
GO_FIRST,G8-354,Delhi,Night,one,Early_Morning,Kolkata,Economy,9,31,6395
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,31,6395
GO_FIRST,G8-334,Delhi,Early_Morning,one,Evening,Kolkata,Economy,9.5,31,6395
GO_FIRST,G8-7533,Delhi,Afternoon,one,Night,Kolkata,Economy,10.08,31,6395
GO_FIRST,G8-530,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.5,31,6395
GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.5,31,6395
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.83,31,6395
GO_FIRST,G8-323,Delhi,Evening,one,Early_Morning,Kolkata,Economy,12.67,31,6395
GO_FIRST,G8-338,Delhi,Morning,one,Night,Kolkata,Economy,13.08,31,6395
GO_FIRST,G8-7535,Delhi,Evening,one,Early_Morning,Kolkata,Economy,14.5,31,6395
GO_FIRST,G8-2501,Delhi,Late_Night,one,Evening,Kolkata,Economy,15.5,31,6395
GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,31,6395
GO_FIRST,G8-7534,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,16,31,6395
Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,21,31,6821
Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,24.08,31,6821
Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,25.33,31,6821
Vistara,UK-951,Delhi,Afternoon,one,Evening,Kolkata,Economy,26.5,31,6821
Vistara,UK-993,Delhi,Afternoon,one,Evening,Kolkata,Economy,28,31,6821
Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,28.42,31,6821
Vistara,UK-981,Delhi,Night,one,Morning,Kolkata,Economy,12,31,6860
Vistara,UK-953,Delhi,Night,one,Morning,Kolkata,Economy,13,31,6860
SpiceJet,SG-8152,Delhi,Morning,one,Night,Kolkata,Economy,11.25,31,6653
Vistara,UK-985,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,31,7084
Vistara,UK-933,Delhi,Afternoon,one,Morning,Kolkata,Economy,18.17,31,7084
Vistara,UK-951,Delhi,Afternoon,one,Morning,Kolkata,Economy,19.33,31,7084
Vistara,UK-993,Delhi,Afternoon,one,Morning,Kolkata,Economy,20.83,31,7084
Vistara,UK-945,Delhi,Morning,one,Morning,Kolkata,Economy,22,31,7084
Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,21.83,31,7221
Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,23.08,31,7221
Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Economy,24.08,31,7221
Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,24.92,31,7221
Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,26.17,31,7221
Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Economy,27.17,31,7221
Air_India,AI-803,Delhi,Early_Morning,one,Early_Morning,Kolkata,Economy,23.08,31,6946
GO_FIRST,G8-275,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.67,31,7072
GO_FIRST,G8-171,Delhi,Evening,one,Early_Morning,Kolkata,Economy,13.25,31,7072
GO_FIRST,G8-2513,Delhi,Evening,one,Early_Morning,Kolkata,Economy,15,31,7072
Vistara,UK-977,Delhi,Evening,one,Morning,Kolkata,Economy,14.67,31,7484
Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Economy,15.92,31,7484
Vistara,UK-941,Delhi,Evening,one,Morning,Kolkata,Economy,16.92,31,7484
Air_India,AI-504,Delhi,Night,one,Early_Morning,Kolkata,Economy,8,31,7366
Air_India,AI-807,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.92,31,7366
Air_India,AI-502,Delhi,Afternoon,one,Early_Morning,Kolkata,Economy,15.75,31,7366
Air_India,AI-506,Delhi,Morning,one,Early_Morning,Kolkata,Economy,19.5,31,7366
Air_India,AI-483,Delhi,Evening,one,Night,Kolkata,Economy,27.58,31,7522
Air_India,AI-504,Delhi,Night,one,Evening,Kolkata,Economy,20.33,31,7570
Air_India,AI-807,Delhi,Evening,one,Evening,Kolkata,Economy,24.25,31,7570
Air_India,AI-502,Delhi,Afternoon,one,Evening,Kolkata,Economy,28.08,31,7570
Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Economy,6.5,31,8134
Vistara,UK-927,Delhi,Morning,one,Evening,Kolkata,Economy,7.33,31,8134
GO_FIRST,G8-113,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.92,31,7790
GO_FIRST,G8-153,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.67,31,8011
SpiceJet,SG-8903,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.92,31,8156
Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,8,31,8534
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Kolkata,Economy,9.33,31,8534
SpiceJet,SG-8187,Delhi,Afternoon,one,Afternoon,Kolkata,Economy,25.17,31,8366
GO_FIRST,G8-113,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.42,31,8374
Indigo,6E-2329,Delhi,Morning,one,Evening,Kolkata,Economy,6.58,31,8885
SpiceJet,SG-8903,Delhi,Morning,one,Evening,Kolkata,Economy,8,31,9100
Vistara,UK-637,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16.5,31,9748
Air_India,AI-479,Delhi,Night,two_or_more,Night,Kolkata,Economy,26.42,31,9523
Vistara,UK-879,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16,31,10241
Vistara,UK-899,Delhi,Afternoon,two_or_more,Morning,Kolkata,Economy,18.92,31,10241
Vistara,UK-813,Delhi,Evening,two_or_more,Morning,Kolkata,Economy,16.08,31,10680
Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,10.92,31,11730
Air_India,AI-485,Delhi,Early_Morning,one,Morning,Kolkata,Economy,29.17,31,16934
Air_India,AI-423,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,7.67,32,2482
Air_India,AI-762,Delhi,Night,zero,Night,Kolkata,Economy,2.08,32,2482
Air_India,AI-764,Delhi,Evening,zero,Evening,Kolkata,Economy,2.25,32,2482
AirAsia,I5-711,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.67,32,2480
AirAsia,I5-768,Delhi,Afternoon,two_or_more,Night,Kolkata,Economy,7.75,32,2480
AirAsia,I5-1529,Delhi,Morning,two_or_more,Evening,Kolkata,Economy,9.67,32,2480
AirAsia,I5-1529,Delhi,Morning,two_or_more,Evening,Kolkata,Economy,10.17,32,2480
AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.25,32,2480
AirAsia,I5-1529,Delhi,Morning,two_or_more,Night,Kolkata,Economy,11.5,32,2480
AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.75,32,2480
AirAsia,I5-721,Delhi,Night,one,Morning,Kolkata,Economy,12.25,32,2480
AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Night,Kolkata,Economy,13.08,32,2480
AirAsia,I5-1529,Delhi,Morning,two_or_more,Late_Night,Kolkata,Economy,16,32,2480
Indigo,6E-761,Delhi,Evening,one,Night,Kolkata,Economy,4.17,32,2482
Indigo,6.00E-128,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5,32,2482
Indigo,6.00E-148,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.08,32,2482
Indigo,6E-397,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.25,32,2482
Indigo,6E-5073,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.33,32,2482
Indigo,6E-2001,Delhi,Afternoon,one,Night,Kolkata,Economy,5.33,32,2482
Indigo,6E-889,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.83,32,2482
Indigo,6E-2367,Delhi,Evening,one,Night,Kolkata,Economy,6.17,32,2482
Indigo,6E-5031,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.25,32,2482
Indigo,6E-6205,Delhi,Afternoon,one,Evening,Kolkata,Economy,6.33,32,2482
Indigo,6E-2331,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.58,32,2482
Indigo,6E-2148,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,6.83,32,2482
Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.17,32,2903
Air_India,AI-767,Delhi,Afternoon,zero,Afternoon,Kolkata,Economy,2.33,32,2903
Air_India,AI-839,Delhi,Night,one,Morning,Kolkata,Economy,10.67,32,3610
Air_India,AI-544,Delhi,Evening,one,Morning,Kolkata,Economy,14.83,32,3610
Air_India,AI-542,Delhi,Morning,one,Morning,Kolkata,Economy,22.33,32,3610
Air_India,AI-560,Delhi,Morning,one,Morning,Kolkata,Economy,23.92,32,3610
SpiceJet,SG-8263,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,32,4000
SpiceJet,SG-8253,Delhi,Night,zero,Night,Kolkata,Economy,2.17,32,4000
Vistara,UK-747,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,32,4000
Vistara,UK-707,Delhi,Evening,zero,Evening,Kolkata,Economy,2.08,32,4000
Vistara,UK-737,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,32,4000
Vistara,UK-727,Delhi,Night,zero,Night,Kolkata,Economy,2.25,32,4000
SpiceJet,SG-480,Delhi,Evening,one,Night,Kolkata,Economy,4.25,32,4080
Indigo,6E-2043,Delhi,Afternoon,one,Evening,Kolkata,Economy,4.17,32,3754
Indigo,6E-6171,Delhi,Evening,one,Night,Kolkata,Economy,4.25,32,3754
Indigo,6E-2181,Delhi,Morning,one,Afternoon,Kolkata,Economy,4.33,32,3754
Indigo,6E-398,Delhi,Afternoon,one,Evening,Kolkata,Economy,4.33,32,3754
Indigo,6E-5336,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.08,32,3754
Indigo,6E-6195,Delhi,Afternoon,one,Night,Kolkata,Economy,5.42,32,3754
Indigo,6E-2181,Delhi,Morning,one,Afternoon,Kolkata,Economy,5.5,32,3754
Indigo,6.00E-181,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.67,32,3754
Indigo,6E-7403,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,5.75,32,3754
Indigo,6E-398,Delhi,Afternoon,one,Night,Kolkata,Economy,6.33,32,3754
Indigo,6E-2046,Delhi,Evening,one,Night,Kolkata,Economy,6.5,32,3754
Indigo,6E-6278,Delhi,Morning,one,Afternoon,Kolkata,Economy,6.83,32,3754
GO_FIRST,G8-423,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,5.17,32,3820
Vistara,UK-705,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.08,32,4210
Indigo,6E-2106,Delhi,Late_Night,zero,Early_Morning,Kolkata,Economy,2.17,32,3999
GO_FIRST,G8-101,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.17,32,3999
Indigo,6E-2513,Delhi,Morning,zero,Morning,Kolkata,Economy,2.17,32,3999
Indigo,6.00E-282,Delhi,Morning,zero,Afternoon,Kolkata,Economy,2.17,32,3999
Indigo,6E-755,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,32,3999
Indigo,6E-2517,Delhi,Evening,zero,Night,Kolkata,Economy,2.17,32,3999
AirAsia,I5-829,Delhi,Night,zero,Night,Kolkata,Economy,2.17,32,3999
Indigo,6E-353,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,32,3999
Indigo,6E-483,Delhi,Early_Morning,zero,Morning,Kolkata,Economy,2.25,32,3999
Indigo,6E-912,Delhi,Evening,zero,Evening,Kolkata,Economy,2.25,32,3999
Indigo,6E-2057,Delhi,Evening,zero,Night,Kolkata,Economy,2.33,32,3999
GO_FIRST,G8-103,Delhi,Evening,zero,Night,Kolkata,Economy,2.33,32,3999
AirAsia,I5-548,Delhi,Early_Morning,zero,Early_Morning,Kolkata,Economy,2.42,32,3999
AirAsia,I5-550,Delhi,Evening,zero,Evening,Kolkata,Economy,2.67,32,3999
Indigo,6E-2083,Delhi,Early_Morning,one,Morning,Kolkata,Economy,5.5,32,4002
AirAsia,I5-747,Delhi,Evening,one,Late_Night,Kolkata,Economy,6.58,32,4031
AirAsia,I5-783,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,8.25,32,4031
AirAsia,I5-784,Delhi,Evening,one,Late_Night,Kolkata,Economy,9.5,32,4031
AirAsia,I5-747,Delhi,Evening,one,Morning,Kolkata,Economy,14,32,4031
AirAsia,I5-784,Delhi,Evening,one,Morning,Kolkata,Economy,16.92,32,4031
SpiceJet,SG-8721,Delhi,Early_Morning,one,Night,Kolkata,Economy,14.08,32,4080
GO_FIRST,G8-422,Delhi,Night,one,Early_Morning,Kolkata,Economy,11.5,32,4327
GO_FIRST,G8-1404,Delhi,Morning,one,Evening,Kolkata,Economy,7.08,32,4394
Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,10,32,4559
Air_India,AI-891,Delhi,Evening,one,Afternoon,Kolkata,Economy,20.75,32,4559
Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,25.75,32,4559
Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,27.42,32,4559
Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,27.58,32,4559
Air_India,AI-540,Delhi,Night,one,Afternoon,Kolkata,Economy,17.25,32,4700
Air_India,AI-537,Delhi,Evening,one,Afternoon,Kolkata,Economy,21.67,32,4700
Air_India,AI-429,Delhi,Morning,one,Afternoon,Kolkata,Economy,28.08,32,4700
Air_India,AI-409,Delhi,Morning,one,Evening,Kolkata,Economy,7,32,4741
Air_India,AI-415,Delhi,Evening,one,Afternoon,Kolkata,Economy,19.42,32,4741
Air_India,AI-409,Delhi,Morning,one,Afternoon,Kolkata,Economy,25.58,32,4741
Air_India,AI-889,Delhi,Morning,one,Evening,Kolkata,Economy,8.58,32,4748
Air_India,AI-891,Delhi,Evening,one,Evening,Kolkata,Economy,25.75,32,4748
Indigo,6E-2615,Delhi,Morning,one,Evening,Kolkata,Economy,5.5,32,5027
Indigo,6E-2031,Delhi,Early_Morning,one,Afternoon,Kolkata,Economy,5.58,32,5027
Indigo,6E-549,Delhi,Afternoon,one,Night,Kolkata,Economy,5.83,32,5027
Indigo,6.00E-221,Delhi,Night,one,Late_Night,Kolkata,Economy,6.33,32,5027
Air_India,AI-868,Delhi,Evening,one,Night,Kolkata,Economy,5.67,32,5276
Air_India,AI-636,Delhi,Afternoon,one,Night,Kolkata,Economy,9.17,32,5276
Air_India,AI-865,Delhi,Morning,one,Night,Kolkata,Economy,13,32,5276
Air_India,AI-678,Delhi,Morning,one,Night,Kolkata,Economy,14.67,32,5276
Air_India,AI-665,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.67,32,5276
Air_India,AI-805,Delhi,Evening,one,Afternoon,Kolkata,Economy,16.17,32,5276
Air_India,AI-887,Delhi,Early_Morning,one,Night,Kolkata,Economy,16.67,32,5276
Air_India,AI-624,Delhi,Evening,one,Afternoon,Kolkata,Economy,17.17,32,5276
Air_India,AI-868,Delhi,Evening,one,Afternoon,Kolkata,Economy,18.17,32,5276
Air_India,AI-441,Delhi,Evening,one,Afternoon,Kolkata,Economy,18.33,32,5276
Air_India,AI-636,Delhi,Afternoon,one,Afternoon,Kolkata,Economy,21.67,32,5276
Indigo,6E-6271,Delhi,Night,zero,Night,Kolkata,Economy,2.17,32,5430
GO_FIRST,G8-713,Delhi,Evening,one,Morning,Kolkata,Economy,12.75,32,5760
GO_FIRST,G8-717,Delhi,Evening,one,Morning,Kolkata,Economy,16,32,5760
Air_India,AI-805,Delhi,Evening,one,Morning,Kolkata,Economy,12.83,32,5805
Air_India,AI-624,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,32,5805
Air_India,AI-868,Delhi,Evening,one,Morning,Kolkata,Economy,14.83,32,5805
Air_India,AI-441,Delhi,Evening,one,Morning,Kolkata,Economy,15,32,5805
Air_India,AI-636,Delhi,Afternoon,one,Morning,Kolkata,Economy,18.33,32,5805
Air_India,AI-865,Delhi,Morning,one,Morning,Kolkata,Economy,22.17,32,5805
Air_India,AI-678,Delhi,Morning,one,Morning,Kolkata,Economy,23.83,32,5805
Air_India,AI-665,Delhi,Early_Morning,one,Morning,Kolkata,Economy,24.83,32,5805
Air_India,AI-887,Delhi,Early_Morning,one,Morning,Kolkata,Economy,25.83,32,5805
Air_India,AI-895,Delhi,Morning,one,Evening,Kolkata,Economy,7.5,32,5820
SpiceJet,SG-8152,Delhi,Morning,one,Night,Kolkata,Economy,11.25,32,6129
SpiceJet,SG-8152,Delhi,Morning,one,Morning,Kolkata,Economy,23.67,32,6129
Vistara,UK-975,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.08,32,6598
Vistara,UK-981,Delhi,Night,one,Morning,Kolkata,Economy,12,32,6598
Vistara,UK-953,Delhi,Night,one,Morning,Kolkata,Economy,13,32,6598
Vistara,UK-975,Delhi,Early_Morning,one,Evening,Kolkata,Economy,14.17,32,6598
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,19.17,32,6598
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,20.17,32,6598
Vistara,UK-981,Delhi,Night,one,Evening,Kolkata,Economy,22.25,32,6598
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Economy,23.25,32,6598
Air_India,AI-9887,Delhi,Early_Morning,two_or_more,Afternoon,Kolkata,Economy,30.58,32,6287
GO_FIRST,G8-7535,Delhi,Evening,one,Night,Kolkata,Economy,6.58,32,6395
GO_FIRST,G8-338,Delhi,Morning,one,Evening,Kolkata,Economy,7,32,6395
GO_FIRST,G8-7534,Delhi,Afternoon,one,Night,Kolkata,Economy,8.08,32,6395
GO_FIRST,G8-392,Delhi,Afternoon,one,Night,Kolkata,Economy,8.58,32,6395
GO_FIRST,G8-354,Delhi,Night,one,Early_Morning,Kolkata,Economy,9,32,6395
GO_FIRST,G8-336,Delhi,Afternoon,one,Night,Kolkata,Economy,9.25,32,6395
GO_FIRST,G8-334,Delhi,Early_Morning,one,Evening,Kolkata,Economy,9.5,32,6395
GO_FIRST,G8-7533,Delhi,Afternoon,one,Night,Kolkata,Economy,10.08,32,6395
GO_FIRST,G8-530,Delhi,Early_Morning,one,Evening,Kolkata,Economy,10.5,32,6395
GO_FIRST,G8-330,Delhi,Night,one,Early_Morning,Kolkata,Economy,10.5,32,6395
GO_FIRST,G8-346,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.83,32,6395
GO_FIRST,G8-323,Delhi,Evening,one,Early_Morning,Kolkata,Economy,12.67,32,6395
GO_FIRST,G8-338,Delhi,Morning,one,Night,Kolkata,Economy,13.08,32,6395
GO_FIRST,G8-7535,Delhi,Evening,one,Early_Morning,Kolkata,Economy,14.5,32,6395
GO_FIRST,G8-2501,Delhi,Late_Night,one,Evening,Kolkata,Economy,15.5,32,6395
GO_FIRST,G8-334,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.58,32,6395
Vistara,UK-951,Delhi,Afternoon,one,Evening,Kolkata,Economy,5.58,32,6821
Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Economy,6.5,32,6821
Vistara,UK-993,Delhi,Afternoon,one,Evening,Kolkata,Economy,7.08,32,6821
Vistara,UK-927,Delhi,Morning,one,Evening,Kolkata,Economy,7.33,32,6821
Vistara,UK-945,Delhi,Morning,one,Evening,Kolkata,Economy,8.25,32,6821
Vistara,UK-995,Delhi,Morning,one,Evening,Kolkata,Economy,9.58,32,6821
Vistara,UK-927,Delhi,Morning,one,Evening,Kolkata,Economy,10.42,32,6821
Vistara,UK-985,Delhi,Evening,one,Morning,Kolkata,Economy,13.83,32,6821
Vistara,UK-933,Delhi,Afternoon,one,Morning,Kolkata,Economy,18.17,32,6821
Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,21,32,6821
Vistara,UK-985,Delhi,Evening,one,Evening,Kolkata,Economy,24.08,32,6821
Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,25.33,32,6821
Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Economy,28.42,32,6821
Air_India,AI-889,Delhi,Morning,one,Afternoon,Kolkata,Economy,28.08,32,6542
Air_India,AI-9887,Delhi,Early_Morning,two_or_more,Morning,Kolkata,Economy,27.25,32,6816
Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,8,32,7221
Vistara,UK-963,Delhi,Morning,one,Evening,Kolkata,Economy,11.08,32,7221
Vistara,UK-977,Delhi,Evening,one,Morning,Kolkata,Economy,14.67,32,7221
Vistara,UK-955,Delhi,Evening,one,Morning,Kolkata,Economy,15.92,32,7221
Vistara,UK-941,Delhi,Evening,one,Morning,Kolkata,Economy,16.92,32,7221
Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,21.83,32,7221
Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,23.08,32,7221
Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Economy,24.08,32,7221
Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,24.92,32,7221
Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Economy,26.17,32,7221
Vistara,UK-941,Delhi,Evening,one,Evening,Kolkata,Economy,27.17,32,7221
GO_FIRST,G8-275,Delhi,Evening,one,Early_Morning,Kolkata,Economy,11.67,32,7072
GO_FIRST,G8-171,Delhi,Evening,one,Early_Morning,Kolkata,Economy,13.25,32,7072
GO_FIRST,G8-2513,Delhi,Evening,one,Early_Morning,Kolkata,Economy,15,32,7072
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Kolkata,Economy,9.33,32,7431
Vistara,UK-943,Delhi,Early_Morning,one,Evening,Kolkata,Economy,12.42,32,7431
Air_India,AI-803,Delhi,Early_Morning,one,Evening,Kolkata,Economy,11.42,32,7150
